source,paper_id,title,abstract,authors,year,publication_date,doi,url,pdf_url,venue,journal,citation_count,reference_count,categories,similarity_score,sources
openalex,https://openalex.org/W4210811559,A conceptual model for the adoption of autonomous robots in supply chain and logistics industry,"The arrival of the era of robots and autonomous machines is undisputable. It is anticipated that the future business environment will be characterized by a variety of intelligent systems and autonomous robots. In 2017, the International Federation of Robotics reported that momentum gained by robotic technologies is strong and that the sales volumes of both service and industrial robots is expected to grow. Building on this projection, the present study proposes a set of prerequisites or key determinants for the adoption of autonomous robots in the supply chain and logistics industry: technological context (i.e., relative advantage, complexity, and cost), organizational context (i.e., management support, financial support and employee competence) and environmental context (i.e., competitive pressure, customer pressure and vendor support). The study adapts a quantitative research design and uses an online survey to collect the needed data to test the conceptual framework and hypotheses proposed. Part of the study results confirms the association between the cost of digital technologies and the adoption of autonomous robots. However, the study found no evidence that the perceived relative advantage positively impacts supply chain and logistics firms’ adoption of autonomous robots. The study offers some managerial advices to supply chain mangers and marketers of the digital technologies and tools that can be applied in the supply chain setting.","['Mohamed Dawood Shamout', 'Rabeb Ben-Abdallah', 'Muhammad Turki Alshurideh', 'Haitham M. Alzoubi', 'Barween Al Kurdi', 'Samer Hamadneh']",2022,2022-01-01,https://doi.org/10.5267/j.uscm.2021.11.006,https://openalex.org/W4210811559,https://doi.org/10.5267/j.uscm.2021.11.006,Uncertain Supply Chain Management,Uncertain Supply Chain Management,230.0,1.0,"['Supply chain', 'Robot', 'Competitive advantage', 'Business', 'Context (archaeology)', 'Supply chain management', 'Conceptual model', 'Vendor', 'Computer science', 'Marketing', 'Process management', 'Knowledge management', 'Artificial intelligence', 'Biology', 'Paleontology', 'Database']",0.3735,
arxiv,2603.28944v2,Faith in AI can narrow the futures individuals consider,"Artificial intelligence (AI) predictions are increasingly used to inform human decisions. Here, using a behavioral implementation of the classic Newcomb's paradox in 1,305 participants, we show that AI predictions can also shape the reasoning people use to make a decision. In this paradigm, perceived predictive authority can alter how people reason about their future actions, leading them to forgo a guaranteed reward. Over 40% of participants treated AI as such a predictive authority about their own behavior, significantly increasing the odds of forgoing the guaranteed reward by a factor of 3.39 (95% CI: 2.45-4.70) and reducing earnings by 10.7-42.9%. The effect appeared across AI presentations and decision contexts and remained detectable even when predictions repeatedly failed. When people perceive AI as capable of predicting their personal behavior, the mere presence of AI predictions may shape their decision-making, narrowing the futures they consider.","['Aoi Naito', 'Hirokazu Shirado']",2026,2026-03-30T19:36:10+00:00,,http://arxiv.org/abs/2603.28944v2,https://arxiv.org/pdf/2603.28944v2,,,,,['cs.HC'],0.3723,['arxiv']
openalex,https://openalex.org/W4387812225,The impact of artificial intelligence (AI) on employees’ skills and well-being in global labor markets: A systematic review,"Research background: This article discusses how artificial intelligence (AI) is affecting workers' personal and professional lives, because of many technological disruptions driven by the recent pandemic that are redefining global labor markets. Purpose of the article: The objective of this paper is to develop a systematic review of the relevant literature to identify the effects of technological change, especially the adoption of AI in organizations, on employees’ skills (professional dimension) and well-being (personal dimension). Methods: To implement the research scope, the authors relied on Khan's five-step methodology, which included a PRISMA flowchart with embedded keywords for selecting the appropriate quantitative data for the study. Firstly, 639 scientific papers published between March 2020 to March 2023 (the end of the COVID-19 pandemic according to the WHO) from Scopus and Web of Science (WoS) databases were selected. After applying the relevant procedures and techniques, 103 articles were retained, which focused on the professional dimension, while 35 papers were focused on the personal component. Findings &amp; value added: Evidence has been presented highlighting the difficulties associated with the ongoing requirement for upskilling or reskilling as an adaptive reaction to technological changes. The efforts to counterbalance the skill mismatch impacted employees' well-being in the challenging pandemic times. Although the emphasis on digital skills is widely accepted, our investigation shows that the topic is still not properly developed. The paper's most significant contributions are found in a thorough analysis of how AI affects workers' skills and well-being, highlighting the most representative aspects researched by academic literature due to the recent paradigm changes generated by the COVID-19 pandemic and continuous technological disruptions.","['Romana Emilia Cramarenco', 'Monica Ioana Burcă-Voicu', 'Dan‐Cristian Dabija']",2023,2023-09-30,https://doi.org/10.24136/oc.2023.022,https://openalex.org/W4387812225,https://journals.economic-research.pl/oc/article/download/2603/2123,Oeconomia Copernicana,Oeconomia Copernicana,174.0,140.0,"['Scope (computer science)', 'Dimension (graph theory)', 'Scopus', 'Value (mathematics)', 'Systematic review', 'Scientific literature', 'Computer science', 'Psychology', 'Political science', 'MEDLINE', 'Machine learning', 'Pure mathematics', 'Mathematics', 'Law', 'Biology', 'Paleontology', 'Programming language']",0.3707,
openalex,https://openalex.org/W4223504512,Artificial Intelligence and Blockchain Integration in Business: Trends from a Bibliometric-Content Analysis,"Artificial intelligence (AI) and blockchain are the two disruptive technologies emerging from the Fourth Industrial Revolution (IR4.0) that have introduced radical shifts in the industry. The amalgamation of AI and blockchain holds tremendous potential to create new business models enabled through digitalization. Although research on the application and convergence of AI and blockchain exists, our understanding of the utility of its integration for business remains fragmented. To address this gap, this study aims to characterize the applications and benefits of integrated AI and blockchain platforms across different verticals of business. Using bibliometric analysis, this study reveals the most influential articles on the subject based on their publications, citations, and importance in the intellectual network. Using content analysis, this study sheds light on the subject's intellectual structure, which is underpinned by four major thematic clusters focusing on supply chains, healthcare, secure transactions, and finance and accounting. The study concludes with 10 application areas in business that can benefit from these technologies.","['Satish Kumar', 'Weng Marc Lim', 'Uthayasankar Sivarajah', 'Jaspreet Kaur']",2022,2022-04-12,https://doi.org/10.1007/s10796-022-10279-0,https://openalex.org/W4223504512,https://link.springer.com/content/pdf/10.1007/s10796-022-10279-0.pdf,Information Systems Frontiers,Information Systems Frontiers,344.0,94.0,"['Blockchain', 'Computer science', 'Competitive intelligence', 'Thematic analysis', 'Technological convergence', 'Business model', 'Business intelligence', 'Data science', 'Subject (documents)', 'Content analysis', 'Knowledge management', 'Business', 'Marketing', 'Telecommunications', 'World Wide Web', 'Qualitative research', 'Sociology', 'Computer security', 'Social science']",0.3706,
arxiv,2603.24582v1,The Stochastic Gap: A Markovian Framework for Pre-Deployment Reliability and Oversight-Cost Auditing in Agentic Artificial Intelligence,"Agentic artificial intelligence (AI) in organizations is a sequential decision problem constrained by reliability and oversight cost. When deterministic workflows are replaced by stochastic policies over actions and tool calls, the key question is not whether a next step appears plausible, but whether the resulting trajectory remains statistically supported, locally unambiguous, and economically governable. We develop a measure-theoretic Markov framework for this setting. The core quantities are state blind-spot mass B_n(tau), state-action blind mass B^SA_{pi,n}(tau), an entropy-based human-in-the-loop escalation gate, and an expected oversight-cost identity over the workflow visitation measure.
  We instantiate the framework on the Business Process Intelligence Challenge 2019 purchase-to-pay log (251,734 cases, 1,595,923 events, 42 distinct workflow actions) and construct a log-driven simulated agent from a chronological 80/20 split of the same process. The main empirical finding is that a large workflow can appear well supported at the state level while retaining substantial blind mass over next-step decisions: refining the operational state to include case context, economic magnitude, and actor class expands the state space from 42 to 668 and raises state-action blind mass from 0.0165 at tau=50 to 0.1253 at tau=1000. On the held-out split, m(s) = max_a pi-hat(a|s) tracks realized autonomous step accuracy within 3.4 percentage points on average.
  The same quantities that delimit statistically credible autonomy also determine expected oversight burden. The framework is demonstrated on a large-scale enterprise procurement workflow and is designed for direct application to engineering processes for which operational event logs are available.","['Biplab Pal', 'Santanu Bhattacharya']",2026,2026-03-25T17:56:11+00:00,,http://arxiv.org/abs/2603.24582v1,https://arxiv.org/pdf/2603.24582v1,,,,,['cs.AI'],0.3697,
arxiv,2510.27251v2,FinPos: A Position-Aware Trading Agent System for Real Financial Markets,"The exceptional potential of large language models (LLMs) in handling text information has garnered significant attention in the field of financial trading. However, most existing trading agents operate under intraday, independent unit-based trading tasks, where decisions are made as isolated directional actions, and thus lack awareness of continuous position management. Therefore, we propose a position-aware trading task designed to simulate a more realistic market. To address this task, we propose FinPos, a position-aware trading agent system designed to explicitly model and manage continuous positions. FinPos enhances position awareness through three key mechanisms: (1) professional-level interpretation of heterogeneous market information; (2) a dual-agent decision structure that separates directional reasoning from risk-aware position adjustment; and (3) multi-timescale reward signals, allowing the agent to internalize position awareness through experiential feedback rather than static instructions alone. Extensive experiments demonstrate that FinPos surpasses state-of-the-art trading agents in the position-aware trading task, which closely mirrors real market conditions. More importantly, our findings reveal that LLM-centered agent systems exhibit a vast, largely unexplored potential in long-term market decision-making.","['Bijia Liu', 'Ronghao Dang']",2025,2025-10-31T07:39:26+00:00,,http://arxiv.org/abs/2510.27251v2,https://arxiv.org/pdf/2510.27251v2,,,,,['cs.MA'],0.3681,
arxiv,2512.09458v1,Architectures for Building Agentic AI,"This chapter argues that the reliability of agentic and generative AI is chiefly an architectural property. We define agentic systems as goal-directed, tool-using decision makers operating in closed loops, and show how reliability emerges from principled componentisation (goal manager, planner, tool-router, executor, memory, verifiers, safety monitor, telemetry), disciplined interfaces (schema-constrained, validated, least-privilege tool calls), and explicit control and assurance loops. Building on classical foundations, we propose a practical taxonomy-tool-using agents, memory-augmented agents, planning and self-improvement agents, multi-agent systems, and embodied or web agents - and analyse how each pattern reshapes the reliability envelope and failure modes. We distil design guidance on typed schemas, idempotency, permissioning, transactional semantics, memory provenance and hygiene, runtime governance (budgets, termination conditions), and simulate-before-actuate safeguards.",['Sławomir Nowaczyk'],2025,2025-12-10T09:28:40+00:00,,http://arxiv.org/abs/2512.09458v1,https://arxiv.org/pdf/2512.09458v1,,,,,"['cs.AI', 'cs.LG']",0.3674,['arxiv']
arxiv,2601.11816v1,POLARIS: Typed Planning and Governed Execution for Agentic AI in Back-Office Automation,"Enterprise back office workflows require agentic systems that are auditable, policy-aligned, and operationally predictable, capabilities that generic multi-agent setups often fail to deliver. We present POLARIS (Policy-Aware LLM Agentic Reasoning for Integrated Systems), a governed orchestration framework that treats automation as typed plan synthesis and validated execution over LLM agents. A planner proposes structurally diverse, type checked directed acyclic graphs (DAGs), a rubric guided reasoning module selects a single compliant plan, and execution is guarded by validator gated checks, a bounded repair loop, and compiled policy guardrails that block or route side effects before they occur. Applied to document centric finance tasks, POLARIS produces decision grade artifacts and full execution traces while reducing human intervention. Empirically, POLARIS achieves a micro F1 of 0.81 on the SROIE dataset and, on a controlled synthetic suite, achieves 0.95 to 1.00 precision for anomaly routing with preserved audit trails. These evaluations constitute an initial benchmark for governed Agentic AI. POLARIS provides a methodological and benchmark reference for policy-aligned Agentic AI. Keywords Agentic AI, Enterprise Automation, Back-Office Tasks, Benchmarks, Governance, Typed Planning, Evaluation","['Zahra Moslemi', 'Keerthi Koneru', 'Yen-Ting Lee', 'Sheethal Kumar', 'Ramesh Radhakrishnan']",2026,2026-01-16T22:38:21+00:00,,http://arxiv.org/abs/2601.11816v1,https://arxiv.org/pdf/2601.11816v1,,,,,['cs.AI'],0.3674,['arxiv']
core,305403420,"Technological Revolutions and Advertising: Historical Innovation Cycles, AI, and the Future of Platform Power","This study explores the future of advertising amidst a digital landscape increasingly shaped by artificial intelligence (AI). Leveraging Carlota Perez’s Technological Revolutions and Financial Capital framework, it examines how AI is poised to further disrupt the advertising ecosystem through the key elements of automation, user data, and inventory. Collectively, these dynamics have become key drivers of platform power, with implications for user behavior, competitive strategy, and the societal diffusion of AI technology more broadly. Employing a thematic analysis across historical and contemporary cases of advertising technology, the research identifies five themes worthy of strategic and scholarly consideration. Two primary themes—Dependency and Differentiation, alongside sub-themes of Concentration, Resilience, and Transparency/Openness—illustrate advertisers’ and publishers’ increasing reliance on the differentiated capabilities of a small set of dominant platforms, reinforcing market concentration and challenging platform resilience in the face of regulatory, technological, and competitive friction. This study makes three contributions to innovation theory and techno-economic paradigm scholarship. First, it extends Perez’s framework by showing how financial and production capital increasingly converge within dominant platforms, rather than being deployed by disparate parties across distinct phases. Second, it further develops the Technological Revolutions and Financial Capital framework by positioning elements of modern production capital as self-optimizing and appreciating in value, rather than depreciating or depleting over time like the physical assets of prior eras. Third, it advances Zuboff’s concept of behavioral surplus by reframing user data not as excess extraction but as an operational necessity in AI-powered contexts. Collectively, these contributions offer a framework for understanding AI-era platform power with societal implications well beyond advertising. By leveraging historical and contemporary events to establish plausible trajectories—including agentic advertising, decentralized data ecosystems, and physical-world data capture—this research highlights both the enduring dominance of major platforms and the strategic options available to other stakeholders, calling for informed, collaborative, and proactive engagement from academics, industry professionals, policymakers, and users to shape AI’s future across industries","['LoRusso, Christopher J.']",2025,,,https://core.ac.uk/download/674722303.pdf,https://core.ac.uk/download/674722303.pdf,,,0.0,,text,0.3668,
arxiv,2603.18914v1,"Security, privacy, and agentic AI in a regulatory view: From definitions and distinctions to provisions and reflections","The rapid proliferation of artificial intelligence (AI) technologies has led to a dynamic regulatory landscape, where legislative frameworks strive to keep pace with technical advancements. As AI paradigms shift towards greater autonomy, specifically in the form of agentic AI, it becomes increasingly challenging to precisely articulate regulatory stipulations. This challenge is even more acute in the domains of security and privacy, where the capabilities of autonomous agents often blur traditional legal and technical boundaries. This paper reviews the evolving European Union (EU) AI regulatory provisions via analyzing 24 relevant documents published between 2024 and 2025. From this review, we provide a clarification of critical definitions. We deconstruct the regulatory interpretations of security, privacy, and agentic AI, distinguishing them from closely related concepts to resolve ambiguity. We synthesize the reviewed documents to articulate the current state of regulatory provisions targeting different types of AI, particularly those related to security and privacy aspects. We analyze and reflect on the existing provisions in the regulatory dimension to better align security and privacy obligations with AI and agentic behaviors. These insights serve to inform policymakers, developers, and researchers on the compliance and AI governance in the society with increasing algorithmic agencies.","['Shiliang Zhang', 'Sabita Maharjan']",2026,2026-03-19T13:50:52+00:00,,http://arxiv.org/abs/2603.18914v1,https://arxiv.org/pdf/2603.18914v1,,,,,"['cs.CR', 'cs.AI', 'cs.CY']",0.3659,['arxiv']
openalex,https://openalex.org/W4386946669,"AI-Empowered Methods for Smart Energy Consumption: A Review of Load Forecasting, Anomaly Detection and Demand Response","Abstract This comprehensive review paper aims to provide an in-depth analysis of the most recent developments in the applications of artificial intelligence (AI) techniques, with an emphasis on their critical role in the demand side of power distribution systems. This paper offers a meticulous examination of various AI models and a pragmatic guide to aid in selecting the suitable techniques for three areas: load forecasting, anomaly detection, and demand response in real-world applications. In the realm of load forecasting, the paper presents a thorough guide for choosing the most fitting machine learning and deep learning models, inclusive of reinforcement learning, in conjunction with the application of hybrid models and learning optimization strategies. This selection process is informed by the properties of load data and the specific scenarios that necessitate forecasting. Concerning anomaly detection, this paper provides an overview of the merits and limitations of disparate learning methods, fostering a discussion on the optimization strategies that can be harnessed to navigate the issue of imbalanced data, a prevalent concern in power system anomaly detection. As for demand response, we delve into the utilization of AI techniques, examining both incentive-based and price-based demand response schemes. We take into account various control targets, input sources, and applications that pertain to their use and effectiveness. In conclusion, this review paper is structured to offer useful insights into the selection and design of AI techniques focusing on the demand-side applications of future energy systems. It provides guidance and future directions for the development of sustainable energy systems, aiming to serve as a cornerstone for ongoing research within this swiftly evolving field.","['Xinlin Wang', 'Hao Wang', 'Binayak Bhandari', 'Leming Cheng']",2023,2023-09-23,https://doi.org/10.1007/s40684-023-00537-0,https://openalex.org/W4386946669,https://link.springer.com/content/pdf/10.1007/s40684-023-00537-0.pdf,International Journal of Precision Engineering and Manufacturing-Green Technology,International Journal of Precision Engineering and Manufacturing-Green Technology,174.0,192.0,"['Computer science', 'Anomaly detection', 'Demand response', 'Reinforcement learning', 'Process (computing)', 'Incentive', 'Demand forecasting', 'Artificial intelligence', 'Machine learning', 'Energy consumption', 'Selection (genetic algorithm)', 'Risk analysis (engineering)', 'Operations research', 'Electricity', 'Engineering', 'Electrical engineering', 'Economics', 'Microeconomics', 'Operating system', 'Medicine']",0.363,
openalex,https://openalex.org/W4383913712,Human resource management in the age of generative artificial intelligence: Perspectives and research directions on ChatGPT,"Abstract ChatGPT and its variants that use generative artificial intelligence (AI) models have rapidly become a focal point in academic and media discussions about their potential benefits and drawbacks across various sectors of the economy, democracy, society, and environment. It remains unclear whether these technologies result in job displacement or creation, or if they merely shift human labour by generating new, potentially trivial or practically irrelevant, information and decisions. According to the CEO of ChatGPT, the potential impact of this new family of AI technology could be as big as “the printing press”, with significant implications for employment, stakeholder relationships, business models, and academic research, and its full consequences are largely undiscovered and uncertain. The introduction of more advanced and potent generative AI tools in the AI market, following the launch of ChatGPT, has ramped up the “AI arms race”, creating continuing uncertainty for workers, expanding their business applications, while heightening risks related to well‐being, bias, misinformation, context insensitivity, privacy issues, ethical dilemmas, and security. Given these developments, this perspectives editorial offers a collection of perspectives and research pathways to extend HRM scholarship in the realm of generative AI. In doing so, the discussion synthesizes the literature on AI and generative AI, connecting it to various aspects of HRM processes, practices, relationships, and outcomes, thereby contributing to shaping the future of HRM research.","['Pawan Budhwar', 'Soumyadeb Chowdhury', 'Geoffrey Wood', 'Herman Aguinis', 'Greg J. Bamber', 'Jose R. Beltran', 'Paul Boselie', 'Fang Lee Cooke', 'Stephanie Decker', 'Angelo S. DeNisi', 'Prasanta Kumar Dey', 'David Guest', 'Andrew J. Knoblich', 'Ashish Malik', 'Jaap Paauwe', 'Savvas Papagiannidis', 'Charmi Patel', 'Vijay Pereira', 'Shuang Ren', 'Steven G. Rogelberg', 'Mark N. K. Saunders', 'Rosalie L. Tung', 'Arup Varma']",2023,2023-07-01,https://doi.org/10.1111/1748-8583.12524,https://openalex.org/W4383913712,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1748-8583.12524,Human Resource Management Journal,Human Resource Management Journal,790.0,107.0,"['Generative grammar', 'Context (archaeology)', 'Stakeholder', 'Scholarship', 'Realm', 'Knowledge management', 'Sociology', 'Engineering ethics', 'Political science', 'Artificial intelligence', 'Public relations', 'Computer science', 'Engineering', 'Law', 'Biology', 'Paleontology']",0.3623,
arxiv,2412.14448v1,Instability of the Environment as a Necessary Condition for Optimal Control of an Economic Object,"A review of economic approaches showed the lack of a universal method for assessing management decisions in the face of an increasing volume of analyzed data and changing parameters of the external environment. The method of integral indicators is proposed. Integral indicators are one of the modern methods for researching the behavior of an enterprise. It provides an assessment of the impact of the external environment. It shows the ability of the enterprise to adapt to new conditions. The dynamics of the correlation indicator shows the reaction of the enterprise to the impact of external factors. The purpose of the scientific work was achieved: the optimal control of the enterprise was carried out in the conditions of changing the parameters of the external environment For this, the model of the economic object and the method of its analysis are formalized. The structure of an economic object (enterprise) is given. The characteristics of the parameters of the external environment are given. The state of an economic object (enterprise) is modeled taking into account the influence of the external environment. With the help of the software package created by the author, six optimal options for control decisions have been analyzed. The state of an economic object has been modeled depending on the state of the external environment by 5,000 parameters. The research showed significant changes in the values of the correlation of the parameters of the system and the intensity of business processes when the conditions for the functioning of the system change. The optimal control of an economic object (enterprise) is selected according to the integral indicator.",['Sergey Masaev'],2024,2024-12-19T01:57:40+00:00,10.2991/aebmr.k.210222.066,http://arxiv.org/abs/2412.14448v1,https://arxiv.org/pdf/2412.14448v1,,,,,['math.OC'],0.3612,
arxiv,2509.10152v1,Evaluating the Economic Feasibility of Labor Replacement Through Robotics and Automation in Qatar,"This paper investigates the economic feasibility of replacing human labor with robotics and automation in Qatar's manufacturing and service sectors. By analyzing labor costs, productivity gains, and implementation expenses, the study assesses the potential financial impact and return on investment of robotic integration. Results indicate the sectors where automation is economically viable and identify challenges related to workforce adaptation, policy, and infrastructure. These insights provide guidance for policymakers and industry stakeholders considering automation strategies in Qatar.","['Tariq Eldakruri', 'Edip Senyurek']",2025,2025-09-12T11:28:53+00:00,10.9790/5933-1604035664,http://arxiv.org/abs/2509.10152v1,https://arxiv.org/pdf/2509.10152v1,,"IOSR Journal of Economics and Finance (IOSR-JEF), Volume 16, Issue 4, Jul.Aug. 2025",,,['econ.GN'],0.3575,['arxiv']
arxiv,2510.01751v1,A cybersecurity AI agent selection and decision support framework,"This paper presents a novel, structured decision support framework that systematically aligns diverse artificial intelligence (AI) agent architectures, reactive, cognitive, hybrid, and learning, with the comprehensive National Institute of Standards and Technology (NIST) Cybersecurity Framework (CSF) 2.0. By integrating agent theory with industry guidelines, this framework provides a transparent and stepwise methodology for selecting and deploying AI solutions to address contemporary cyber threats. Employing a granular decomposition of NIST CSF 2.0 functions into specific tasks, the study links essential AI agent properties such as autonomy, adaptive learning, and real-time responsiveness to each subcategory's security requirements. In addition, it outlines graduated levels of autonomy (assisted, augmented, and fully autonomous) to accommodate organisations at varying stages of cybersecurity maturity. This holistic approach transcends isolated AI applications, providing a unified detection, incident response, and governance strategy. Through conceptual validation, the framework demonstrates how tailored AI agent deployments can align with real-world constraints and risk profiles, enhancing situational awareness, accelerating response times, and fortifying long-term resilience via adaptive risk management. Ultimately, this research bridges the gap between theoretical AI constructs and operational cybersecurity demands, establishing a foundation for robust, empirically validated multi-agent systems that adhere to industry standards.",['Masike Malatji'],2025,2025-10-02T07:38:21+00:00,,http://arxiv.org/abs/2510.01751v1,https://arxiv.org/pdf/2510.01751v1,,,,,['cs.AI'],0.3556,
openalex,https://openalex.org/W4386794445,The Rise and Potential of Large Language Model Based Agents: A Survey,"For a long time, humanity has pursued artificial intelligence (AI) equivalent to or surpassing the human level, with AI agents considered a promising vehicle for this pursuit. AI agents are artificial entities that sense their environment, make decisions, and take actions. Many efforts have been made to develop intelligent agents, but they mainly focus on advancement in algorithms or training strategies to enhance specific capabilities or performance on particular tasks. Actually, what the community lacks is a general and powerful model to serve as a starting point for designing AI agents that can adapt to diverse scenarios. Due to the versatile capabilities they demonstrate, large language models (LLMs) are regarded as potential sparks for Artificial General Intelligence (AGI), offering hope for building general AI agents. Many researchers have leveraged LLMs as the foundation to build AI agents and have achieved significant progress. In this paper, we perform a comprehensive survey on LLM-based agents. We start by tracing the concept of agents from its philosophical origins to its development in AI, and explain why LLMs are suitable foundations for agents. Building upon this, we present a general framework for LLM-based agents, comprising three main components: brain, perception, and action, and the framework can be tailored for different applications. Subsequently, we explore the extensive applications of LLM-based agents in three aspects: single-agent scenarios, multi-agent scenarios, and human-agent cooperation. Following this, we delve into agent societies, exploring the behavior and personality of LLM-based agents, the social phenomena that emerge from an agent society, and the insights they offer for human society. Finally, we discuss several key topics and open problems within the field. A repository for the related papers at https://github.com/WooooDyy/LLM-Agent-Paper-List.","['Zhiheng Xi', 'Wen-Xiang Chen', 'Xin Guo', 'Wei He', 'Yiwen Ding', 'Boyang Hong', 'Ming Zhang', 'Junzhe Wang', 'Senjie Jin', 'Enyu Zhou', 'Rui Zheng', 'Xiaoran Fan', 'Xiao Wang', 'Limao Xiong', 'Yuhao Zhou', 'Weiran Wang', 'Changhao Jiang', 'Yicheng Zou', 'Xiangyang Liu', 'Zhangyue Yin', 'Shihan Dou', 'Rongxiang Weng', 'Wensen Cheng', 'Qi Zhang', 'Wenjuan Qin', 'Yongyan Zheng', 'Xipeng Qiu', 'Huang, Xuanjing', 'Tao Gui']",2023,2023-09-14,https://doi.org/10.48550/arxiv.2309.07864,https://openalex.org/W4386794445,https://arxiv.org/pdf/2309.07864,arXiv (Cornell University),arXiv (Cornell University),254.0,0.0,"['Action (physics)', 'Computer science', 'Artificial general intelligence', 'Artificial intelligence', 'Intelligent agent', 'Management science', 'Engineering', 'Quantum mechanics', 'Physics']",0.3539,
openalex,https://openalex.org/W4362663195,"Artificial intelligence, machine learning and deep learning in advanced robotics, a review","Artificial Intelligence (AI), Machine Learning (ML), and Deep Learning (DL) have revolutionized the field of advanced robotics in recent years. AI, ML, and DL are transforming the field of advanced robotics, making robots more intelligent, efficient, and adaptable to complex tasks and environments. Some of the applications of AI, ML, and DL in advanced robotics include autonomous navigation, object recognition and manipulation, natural language processing, and predictive maintenance. These technologies are also being used in the development of collaborative robots (cobots) that can work alongside humans and adapt to changing environments and tasks. The AI, ML, and DL can be used in advanced transportation systems in order to provide safety, efficiency, and convenience to the passengers and transportation companies . Also, the AI, ML, and DL are playing a critical role in the advancement of manufacturing assembly robots, enabling them to work more efficiently, safely, and intelligently. Furthermore, they have a wide range of applications in aviation management, helping airlines to improve efficiency, reduce costs, and improve customer satisfaction. Moreover, the AI, ML, and DL can help taxi companies in order to provide better, more efficient, and safer services to customers. The research presents an overview of current developments in AI, ML, and DL in advanced robotics systems and discusses various applications of the systems in robot modification. Further research works regarding the applications of AI, ML, and DL in advanced robotics systems are also suggested in order to fill the gaps between the existing studies and published papers. By reviewing the applications of AI, ML, and DL in advanced robotics systems, it is possible to investigate and modify the performances of advanced robots in various applications in order to enhance productivity in advanced robotic industries.","['Mohsen Soori', 'Behrooz Arezoo', 'Roza Dastres']",2023,2023-01-01,https://doi.org/10.1016/j.cogr.2023.04.001,https://openalex.org/W4362663195,https://doi.org/10.1016/j.cogr.2023.04.001,Cognitive Robotics,Cognitive Robotics,1055.0,175.0,"['Artificial intelligence', 'Robotics', 'Robot', 'Computer science', 'Applications of artificial intelligence', 'Deep learning', 'Field (mathematics)', 'Machine learning', 'Pure mathematics', 'Mathematics']",0.3522,
openalex,https://openalex.org/W4292148537,"Federated learning-based AI approaches in smart healthcare: concepts, taxonomies, challenges and open issues",,"['Anichur Rahman', 'Md. Sazzad Hossain', 'Ghulam Muhammad', 'Dipanjali Kundu', 'Tanoy Debnath', 'Muaz Rahman', 'Md. Saikat Islam Khan', 'Prayag Tiwari', 'Shahab S. Band']",2022,2022-08-17,https://doi.org/10.1007/s10586-022-03658-4,https://openalex.org/W4292148537,https://link.springer.com/content/pdf/10.1007/s10586-022-03658-4.pdf,Cluster Computing,Cluster Computing,370.0,237.0,"['Computer science', 'Health care', 'Field (mathematics)', 'Raw data', 'Healthcare system', 'Data science', 'Big data', 'Artificial intelligence', 'Knowledge management', 'Data mining', 'Economic growth', 'Programming language', 'Pure mathematics', 'Economics', 'Mathematics']",0.3508,
openalex,https://openalex.org/W4321434840,Teachers’ AI digital competencies and twenty-first century skills in the post-pandemic world,,"['Davy Tsz Kit Ng', 'Jac Ka Lok Leung', 'Jiahong Su', 'Chi Wui Ng', 'Samuel Kai Wah Chu']",2023,2023-02-01,https://doi.org/10.1007/s11423-023-10203-6,https://openalex.org/W4321434840,https://link.springer.com/content/pdf/10.1007/s11423-023-10203-6.pdf,Educational Technology Research and Development,Educational Technology Research and Development,610.0,117.0,"['Popularity', 'Educational technology', 'Computer science', 'Blended learning', 'Pandemic', 'Digital learning', 'Coronavirus disease 2019 (COVID-19)', 'Teaching method', 'Knowledge management', 'Mathematics education', 'Multimedia', 'Psychology', 'Medicine', 'Pathology', 'Social psychology', 'Disease', 'Infectious disease (medical specialty)']",0.35,
arxiv,2410.11896v1,Study on the Helpfulness of Explainable Artificial Intelligence,"Explainable Artificial Intelligence (XAI) is essential for building advanced machine learning-powered applications, especially in critical domains such as medical diagnostics or autonomous driving. Legal, business, and ethical requirements motivate using effective XAI, but the increasing number of different methods makes it challenging to pick the right ones. Further, as explanations are highly context-dependent, measuring the effectiveness of XAI methods without users can only reveal a limited amount of information, excluding human factors such as the ability to understand it. We propose to evaluate XAI methods via the user's ability to successfully perform a proxy task, designed such that a good performance is an indicator for the explanation to provide helpful information. In other words, we address the helpfulness of XAI for human decision-making. Further, a user study on state-of-the-art methods was conducted, showing differences in their ability to generate trust and skepticism and the ability to judge the rightfulness of an AI decision correctly. Based on the results, we highly recommend using and extending this approach for more objective-based human-centered user studies to measure XAI performance in an end-to-end fashion.","['Tobias Labarta', 'Elizaveta Kulicheva', 'Ronja Froelian', 'Christian Geißler', 'Xenia Melman', 'Julian von Klitzing']",2024,2024-10-14T14:03:52+00:00,10.1007/978-3-031-63803-9_16,http://arxiv.org/abs/2410.11896v1,https://arxiv.org/pdf/2410.11896v1,,"Longo, L., Lapuschkin, S., Seifert, C. (eds) Explainable Artificial Intelligence. xAI 2024. Communications in Computer and Information Science, vol 2156",,,"['cs.HC', 'cs.AI']",0.349,
